,CIK,end_date,Name,CUSIP,Market value,Share,symbol,amend_x,period_focus_x,fiscal_year_x,doc_type_x,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
2165,1061768,201512,OLIN CORP,680665205,120820,7000000,OLN,FALSE,FY,2015,10-K,2854400000,100700000,-1400000,-0.01,-0.01,0.8,9321800000,1933400000,1147700000,392000000,2418800000,217100000,-504000000,422200000
2166,1061768,201509,OLIN CORP,680665205,117670,7000000,OLN,FALSE,Q3,2015,10-Q,533600000,22900000,5900000,0.08,0.08,0.2,2708800000,868400000,585200000,254000000,1046100000,115100000,-51100000,-66800000
2167,1061768,201609,OLIN CORP,680665205,126840,6181302,OLN,FALSE,Q3,2016,10-Q,1452700000,67800000,17500000,0.11,0.11,0.2,8792800000,1553200000,894800000,127000000,2330700000,407100000,-397200000,-275600000
2168,1061768,201603,OLIN CORP,680665205,186540,10739202,OLN,FALSE,Q1,2016,10-Q,1348200000,-7400000,-37900000,-0.23,-0.23,0.2,9116900000,1877400000,1049600000,315600000,2372800000,47000000,-73800000,-50100000
2171,1061768,201606,OREXIGEN THERAPEUTICS INC,686164104,9575,22268399,OREX,FALSE,Q2,2016,10-Q,7791000,-33233000,-25230000,-1.73,-1.73,0,345429000,282704000,34772000,78173000,-10002000,-53237000,-187930000,164482000
2172,1061768,201612,OREXIGEN THERAPEUTICS INC,686164302,3875,2226839,OREX,FALSE,FY,2016,10-K,33709000,-56970000,-24524000,-1.68,-1.68,0,304589000,224461000,65360000,92494000,57044000,-109713000,-107057000,154557000
2173,1061768,201703,OREXIGEN THERAPEUTICS INC,686164302,7660,2226839,OREX,FALSE,Q1,2017,10-Q,19145000,-53846000,-69087000,-4.67,-4.67,0,236383000,158519000,49459000,76656000,-7855000,-49936000,48086000,-13974000
2174,1061768,201512,OREXIGEN THERAPEUTICS INC,686164104,3902,2268399,OREX,FALSE,FY,2015,10-K,24459000,-60053000,-68687000,-0.52,-0.52,0,236589000,233895000,32241000,155422000,33378000,-54473000,41422000,64259000
2175,1061768,201803,OREXIGEN THERAPEUTICS INC,686164302,465,2226839,OREX,,,,,,,,,,,,,,,,,,
2176,1061768,201509,OREXIGEN THERAPEUTICS INC,686164104,1529,821363,OREX,FALSE,Q3,2015,10-Q,9974000,-10946000,-11141000,-0.09,-0.09,0,254332000,251848000,35447000,154267000,46240000,-35924000,21263000,64030000
2177,1061768,201609,OREXIGEN THERAPEUTICS INC,686164302,7393,2226839,OREX,FALSE,Q3,2016,10-Q,7002000,42526000,47663000,3.27,1.12,0,355813000,273181000,65473000,74427000,73417000,-76006000,-168945000,164482000
2178,1061768,201709,OREXIGEN THERAPEUTICS INC,686164302,4721,2226839,OREX,FALSE,Q3,2017,10-Q,18903000,-22762000,-20829000,-1.35,-1.35,0,183747000,112285000,56232000,45577000,-62367000,-106337000,73122000,-13837000
2179,1061768,201706,OREXIGEN THERAPEUTICS INC,686164302,6458,2226839,OREX,FALSE,Q2,2017,10-Q,23356000,-41990000,-30518000,-2,-2,0,189999000,114330000,41804000,36665000,-42030000,-90056000,48124000,-13927000
2180,1061768,201712,OREXIGEN THERAPEUTICS INC,686164302,2873,2226839,OREX,,,,,,,,,,,,,,,,,,
2181,1061768,201603,OREXIGEN THERAPEUTICS INC,686164104,12530,22268399,OREX,FALSE,Q1,2016,10-Q,5033000,-23319000,-22348000,-0.15,-0.15,0,374964000,262446000,30404000,67967000,10878000,-25604000,-225795000,164379000
2182,1061768,201606,PARATEK PHARMACEUTICALS INC,699374302,28439,2044498,PRTK,FALSE,Q2,2016,10-Q,,-29752000,-30283000,-1.69,-1.69,0,159423000,155136000,28494000,87427000,106456000,-40815000,-64688000,61628000
2183,1061768,201612,PARATEK PHARMACEUTICALS INC,699374302,31485,2044498,PRTK,FALSE,FY,2016,10-K,29000,-109486000,-111636000,-5.51,-5.51,0,135732000,132100000,20412000,52962000,71592000,-94098000,-74757000,90515000
2184,1061768,201503,PARATEK PHARMACEUTICALS INC,699374302,54243,1735218,PRTK,FALSE,Q1,2015,10-Q,,-10633000,-10633000,-0.74,-0.74,0,99701000,94042000,7284000,92510000,84848000,-3226000,-136000,16000
2185,1061768,201806,PARATEK PHARMACEUTICALS INC,699374302,24424,2394498,PRTK,FALSE,Q2,2018,10-Q,40000,-27729000,-29733000,-0.94,-0.94,0,327828000,267896000,33995000,56082000,85492000,-41727000,-148486000,210983000
2186,1061768,201703,PARATEK PHARMACEUTICALS INC,699374302,39357,2044498,PRTK,FALSE,Q1,2017,10-Q,18000,-26771000,-27670000,-1.14,-1.14,0,147365000,142799000,18635000,62044000,84809000,-24927000,-2872000,36881000
2187,1061768,201809,PARATEK PHARMACEUTICALS INC,699374302,23227,2394498,PRTK,FALSE,Q3,2018,10-Q,50000,-29610000,-32083000,-1.01,-1.01,0,317847000,292530000,25696000,89117000,57630000,-62194000,-104728000,220727000
2188,1061768,201512,PARATEK PHARMACEUTICALS INC,699374302,29299,1544498,PRTK,FALSE,FY,2015,10-K,300000,-70053000,-70860000,-4.29,-4.29,0,145918000,142417000,20502000,131302000,101240000,-54682000,-603000,90731000
2189,1061768,201803,PARATEK PHARMACEUTICALS INC,699374302,31128,2394498,PRTK,FALSE,Q1,2018,10-Q,10000,-26712000,-27750000,-0.91,-0.91,0,191292000,188228000,23365000,49273000,110767000,-19052000,-18716000,51692000
2190,1061768,201903,PARATEK PHARMACEUTICALS INC,699374302,12835,2394498,PRTK,,,,,,,,,,,,,,,,,,
2191,1061768,201412,PARATEK PHARMACEUTICALS INC,699374302,62100,1735218,PRTK,TRUE,FY,2014,10-K,4342000,-7798000,-19762000,-7.82,-7.82,0,109967000,101329000,3741000,95856000,95224000,-18533000,13667000,99510000
2192,1061768,201412,PARATEK PHARMACEUTICALS INC,699374302,62100,1735218,PRTK,FALSE,FY,2014,10-K,4342000,-7798000,-19762000,-7.82,-7.82,0,109967000,101329000,3741000,95856000,95224000,-18533000,13667000,99510000
2193,1061768,201506,PARATEK PHARMACEUTICALS INC,699374302,39802,1544498,PRTK,FALSE,Q2,2015,10-Q,0,-15679000,-15699000,-0.96,-0.96,0,160101000,154026000,11367000,148742000,140989000,-17220000,-563000,70669000
2194,1061768,201509,PARATEK PHARMACEUTICALS INC,699374302,29345,1544498,PRTK,FALSE,Q3,2015,10-Q,0,-23372000,-23421000,-1.33,-1.33,0,160813000,154987000,13606000,146428000,120224000,-38990000,-475000,90037000
2195,1061768,201609,PARATEK PHARMACEUTICALS INC,699374302,26599,2044498,PRTK,FALSE,Q3,2016,10-Q,,-23113000,-23628000,-1.04,-1.04,0,131611000,127458000,21751000,52938000,85472000,-69867000,-69795000,61298000
2196,1061768,201709,PARATEK PHARMACEUTICALS INC,699374302,60102,2394498,PRTK,FALSE,Q3,2017,10-Q,12000,-20297000,-21324000,-0.77,-0.77,0,169734000,166206000,15797000,32995000,99872000,-56189000,-56116000,92338000
2197,1061768,201812,PARATEK PHARMACEUTICALS INC,699374302,12284,2394498,PRTK,,,,,,,,,,,,,,,,,,
2198,1061768,201706,PARATEK PHARMACEUTICALS INC,699374302,57707,2394498,PRTK,FALSE,Q2,2017,10-Q,7514000,-16645000,-18183000,-0.66,-0.66,0,182129000,178443000,15025000,51587000,113384000,-40686000,-49314000,88625000
2199,1061768,201712,PARATEK PHARMACEUTICALS INC,699374302,42862,2394498,PRTK,FALSE,FY,2017,10-K,12616000,-84580000,-89069000,-3.32,-3.32,0,163698000,160486000,16789000,35416000,82478000,-78574000,-42002000,103030000
2200,1061768,201603,PARATEK PHARMACEUTICALS INC,699374302,23430,1544498,PRTK,FALSE,Q1,2016,10-Q,0,-30732000,-31271000,-1.78,-1.78,0,123495000,119305000,25987000,44143000,73139000,-18510000,-69399000,750000
2201,1061768,201606,PBF ENERGY INC,69318G106,253047,10641175,PBF,FALSE,Q2,2016,10-Q,3858467000,234770000,103530000,1.06,1.06,0.3,6988050000,3931973000,1901518000,1412935000,2175856000,216134000,-235757000,488238000
2202,1061768,201612,PBF ENERGY INC,69318G106,438390,15724175,PBF,FALSE,FY,2016,10-K,15920424000,498883000,170811000,1.74,1.74,1.2,7621927000,3407255000,2056547000,746274000,2570684000,651934000,-1393935000,543955000
2203,1061768,201403,PBF ENERGY INC,69318G106,139748,5416606,PBF,FALSE,Q1,2014,10-Q,4746443000,260207000,77444000,1.43,1.42,0.3,4716419000,2365822000,1642636000,237135000,1810123000,260571000,-52653000,-47753000
2204,1061768,201503,PBF ENERGY INC,69318G106,293853,8663114,PBF,FALSE,Q1,2015,10-Q,2995136000,172410000,87321000,1.04,1,0.3,5150612000,2295131000,1384439000,449480000,1767716000,132505000,-48107000,-32791000
2205,1061768,201703,PBF ENERGY INC,69318G106,348605,15724175,PBF,FALSE,Q1,2017,10-Q,4754473000,694000,-31348000,-0.29,-0.29,0.3,7512237000,3125291000,2000799000,306091000,2512223000,-165364000,-188974000,-85845000
2206,1061768,201406,PBF ENERGY INC,69318G106,149114,5595286,PBF,FALSE,Q2,2014,10-Q,5301709000,87850000,20959000,0.29,0.29,0.3,5681840000,2843936000,1867997000,317544000,2063974000,166057000,-435139000,509656000
2207,1061768,201512,PBF ENERGY INC,69318G106,405830,11025000,PBF,FALSE,FY,2015,10-K,13123929000,360111000,146401000,1.66,1.65,1.2,6105124000,3022011000,1495506000,944320000,2095857000,560424000,-812113000,798136000
2208,1061768,201312,PBF ENERGY INC,69318G106,62184,1976606,PBF,FALSE,FY,2013,10-K,19151455000,319859000,39540000,1.22,1.2,1.2,4413808000,2200506000,1644510000,76970000,1715256000,291329000,-313274000,-186969000
2209,1061768,201803,PBF ENERGY INC,69318G106,268630,7924175,PBF,FALSE,Q1,2018,10-Q,5802776000,95660000,30165000,0.27,0.27,0.3,8282363000,3861735000,2577690000,362963000,2915825000,-85433000,-93280000,-31345000
2210,1061768,201412,PBF ENERGY INC,69318G106,230785,8663114,PBF,FALSE,FY,2014,10-K,19828155000,150654000,-38237000,-0.51,-0.51,1.2,5196288000,2346671000,1542822000,397873000,1693316000,456325000,-663607000,528185000
2211,1061768,201506,PBF ENERGY INC,69318G106,313331,11025000,PBF,FALSE,Q2,2015,10-Q,3550664000,273796000,135810000,1.58,1.57,0.3,5543622000,2685572000,1572213000,623822000,1872384000,317675000,-113575000,21849000
2212,1061768,201409,PBF ENERGY INC,69318G106,171490,7145418,PBF,FALSE,Q3,2014,10-Q,5260003000,284103000,140970000,1.61,1.6,0.3,5877118000,3005563000,1824468000,477393000,2174539000,352961000,-521311000,568773000
2213,1061768,201509,PBF ENERGY INC,69318G106,311236,11025000,PBF,FALSE,Q3,2015,10-Q,3217640000,90052000,42799000,0.5,0.49,0.3,5107176000,2303575000,1094460000,472829000,1890970000,240399000,-166942000,1499000
2214,1061768,201609,PBF ENERGY INC,69318G106,355995,15724175,PBF,FALSE,Q3,2016,10-Q,4513204000,129710000,42111000,0.43,0.43,0.3,7465714000,3547015000,2047733000,625402000,2279360000,388212000,-1246953000,539823000
2215,1061768,201309,PBF ENERGY INC,69318G106,21443,955140,PBF,FALSE,Q3,2013,10-Q,4858880000,-55599000,-19848000,-0.5,-0.5,0.3,4329341000,2191345000,1609350000,57417000,1648836000,142581000,-197523000,-173525000
2216,1061768,201709,PBF ENERGY INC,69318G106,434144,15724175,PBF,FALSE,Q3,2017,10-Q,5478951000,587157000,314093000,2.86,2.85,0.3,7999457000,3445873000,2292296000,300891000,2675362000,322223000,-609918000,-157688000
2217,1061768,201706,PBF ENERGY INC,69318G106,350020,15724175,PBF,FALSE,Q2,2017,10-Q,5017225000,-111149000,-109932000,-1.01,-1.01,0.3,7481220000,2733099000,2064671000,173031000,2368993000,-34665000,-428641000,-109937000
2218,1061768,201712,PBF ENERGY INC,69318G106,387262,10924175,PBF,FALSE,FY,2017,10-K,21786637000,730218000,414474000,3.78,3.73,1.2,8117993000,3802959000,2418946000,573021000,2902949000,685861000,-687011000,-172103000
2219,1061768,201603,PBF ENERGY INC,69318G106,353287,10641175,PBF,FALSE,Q1,2016,10-Q,2800185000,-5424000,-29388000,-0.3,-0.3,0.3,6183659000,3021357000,1623003000,740321000,2033746000,-20597000,-145879000,-37523000
2220,1061768,201606,SUNRUN INC,86771W105,16889,2848082,RUN,FALSE,Q2,2016,10-Q,122538000,-48424000,32643000,0.32,0.31,0,3136844000,374416000,256379000,207220000,728654000,-98413000,-345680000,447449000
2221,1061768,201612,SUNRUN INC,86771W105,15123,2848082,RUN,FALSE,FY,2016,10-K,453898000,-214904000,91687000,0.9,0.87,0,3572818000,369345000,244784000,206364000,924186000,-150580000,-745112000,898192000
2222,1061768,201703,SUNRUN INC,86771W105,15380,2848082,RUN,FALSE,Q1,2017,10-Q,104117000,-49994000,12727000,0.12,0.12,0,3319028000,341074000,238897000,203791000,1006534000,-29107000,-170759000,197293000
2223,1061768,201512,SUNRUN INC,86771W105,33522,2848082,RUN,FALSE,FY,2015,10-K,304606000,-219200000,-53136000,-0.96,-0.96,0,2738146000,360494000,253167000,203864000,659560000,-105266000,-627489000,784465000
2224,1061768,201509,SUNRUN INC,86771W105,12142,1170910,RUN,FALSE,Q3,2015,10-Q,82600000,-62750000,-27658000,-0.41,-0.41,0,2583026000,398911000,231386000,263006000,646243000,-71932000,-431852000,614636000
2225,1061768,201609,SUNRUN INC,86771W105,17943,2848082,RUN,FALSE,Q3,2016,10-Q,112033000,-51033000,16878000,0.16,0.16,0,3356168000,368982000,266653000,207477000,845298000,-127231000,-545692000,676536000
2226,1061768,201709,SUNRUN INC,86771W105,15807,2848082,RUN,FALSE,Q3,2017,10-Q,141291000,-47740000,27782000,0.26,0.25,0,3717753000,391524000,544091000,216142000,1113641000,-39166000,-589144000,638088000
2227,1061768,201706,SUNRUN INC,86771W105,20278,2848082,RUN,FALSE,Q2,2017,10-Q,137848000,-32979000,25122000,0.24,0.23,0,3489102000,356342000,500750000,211321000,1050206000,-33457000,-361190000,399604000
2228,1061768,201712,SUNRUN INC,86771W105,16804,2848082,RUN,FALSE,FY,2017,10-K,529699000,-182204000,124525000,1.18,1.15,0,3927874000,432702000,335031000,202525000,1166074000,-61011000,-812327000,869499000
2229,1061768,201603,SUNRUN INC,86771W105,18456,2848082,RUN,FALSE,Q1,2016,10-Q,98743000,-66820000,13134000,0.13,0.13,0,2941580000,382918000,256135000,208313000,735171000,-77395000,-169652000,251496000
2230,1061768,201606,THERAVANCE BIOPHARMA INC,G8807B106,166794,7350991,TBPH,FALSE,Q2,2016,10-Q,5471000,-47497000,-47225000,-1.06,-1.06,0,374488000,303125000,44657000,148363000,321584000,-58444000,-52190000,146290000
2231,1061768,201606,THERAVANCE INC,88338TAB0,38926,48230000,TBPH,FALSE,Q2,2016,10-Q,5471000,-47497000,-47225000,-1.06,-1.06,0,374488000,303125000,44657000,148363000,321584000,-58444000,-52190000,146290000
2232,1061768,201612,THERAVANCE BIOPHARMA INC,G8807B106,295655,9273991,TBPH,FALSE,FY,2016,10-K,48648000,-180467000,-190669000,-4.26,-4.26,0,639254000,528503000,49268000,344709000,350231000,-98989000,-148235000,479226000
2233,1061768,201612,THERAVANCE BIOPHARMA INC,88339KAA0,34059,30000000,TBPH,FALSE,FY,2016,10-K,48648000,-180467000,-190669000,-4.26,-4.26,0,639254000,528503000,49268000,344709000,350231000,-98989000,-148235000,479226000
2234,1061768,201612,THERAVANCE INC,88338TAB0,38371,46230000,TBPH,FALSE,FY,2016,10-K,48648000,-180467000,-190669000,-4.26,-4.26,0,639254000,528503000,49268000,344709000,350231000,-98989000,-148235000,479226000
2235,1061768,201503,THERAVANCE BIOPHARMA INC,G8807B106,110460,6366577,TBPH,FALSE,Q1,2015,10-Q,20401000,-37737000,-42474000,-1.29,-1.29,0,324901000,275556000,28852000,100899000,289115000,-56514000,42154000,26044000
2236,1061768,201503,THERAVANCE INC,88338T104,311507,19815983,TBPH,FALSE,Q1,2015,10-Q,20401000,-37737000,-42474000,-1.29,-1.29,0,324901000,275556000,28852000,100899000,289115000,-56514000,42154000,26044000
2237,1061768,201503,THERAVANCE INC,88338TAB0,41237,48230000,TBPH,FALSE,Q1,2015,10-Q,20401000,-37737000,-42474000,-1.29,-1.29,0,324901000,275556000,28852000,100899000,289115000,-56514000,42154000,26044000
2238,1061768,201806,THERAVANCE BIOPHARMA INC,G8807B106,211132,9309168,TBPH,FALSE,Q2,2018,10-Q,23476000,-48704000,-40818000,-0.76,-0.76,0,421364000,386693000,93480000,103854000,34387000,-11712000,30668000,-4082000
2239,1061768,201806,THERAVANCE BIOPHARMA INC,88339KAA0,29963,30000000,TBPH,FALSE,Q2,2018,10-Q,23476000,-48704000,-40818000,-0.76,-0.76,0,421364000,386693000,93480000,103854000,34387000,-11712000,30668000,-4082000
2240,1061768,201703,THERAVANCE BIOPHARMA INC,G8807B106,341468,9273991,TBPH,FALSE,Q1,2017,10-Q,3087000,-58829000,-65319000,-1.27,-1.27,0,588039000,421504000,48984000,169945000,293946000,-50026000,-123522000,-1216000
2241,1061768,201703,THERAVANCE BIOPHARMA INC,88339KAA0,37763,30000000,TBPH,FALSE,Q1,2017,10-Q,3087000,-58829000,-65319000,-1.27,-1.27,0,588039000,421504000,48984000,169945000,293946000,-50026000,-123522000,-1216000
2242,1061768,201703,THERAVANCE INC,88338TAB0,21398,22480000,TBPH,FALSE,Q1,2017,10-Q,3087000,-58829000,-65319000,-1.27,-1.27,0,588039000,421504000,48984000,169945000,293946000,-50026000,-123522000,-1216000
2243,1061768,201809,THERAVANCE BIOPHARMA INC,G8807B106,304131,9309168,TBPH,FALSE,Q3,2018,10-Q,12838000,-62450000,-59433000,-1.1,-1.1,0,370964000,332606000,102029000,101202000,-13445000,-60689000,77315000,-4404000
2244,1061768,201809,THERAVANCE BIOPHARMA INC,88339KAA0,34575,30000000,TBPH,FALSE,Q3,2018,10-Q,12838000,-62450000,-59433000,-1.1,-1.1,0,370964000,332606000,102029000,101202000,-13445000,-60689000,77315000,-4404000
2245,1061768,201406,THERAVANCE BIOPHARMA INC,G8807B106,193232,6061228,TBPH,FALSE,Q2,2014,10-Q,2974000,-56706000,-58215000,-1.83,-1.83,0,430588000,382733000,40111000,268199000,384759000,-96239000,-6079000,370517000
2246,1061768,201406,THERAVANCE INC,88338T104,607365,20395056,TBPH,FALSE,Q2,2014,10-Q,2974000,-56706000,-58215000,-1.83,-1.83,0,430588000,382733000,40111000,268199000,384759000,-96239000,-6079000,370517000
2247,1061768,201512,THERAVANCE BIOPHARMA INC,G8807B106,105224,6420028,TBPH,FALSE,FY,2015,10-K,42126000,-181899000,-182219000,-5.34,-5.34,0,300116000,237472000,49470000,112707000,243065000,-168857000,111039000,81310000
2248,1061768,201512,THERAVANCE INC,88338T104,208860,19815983,TBPH,FALSE,FY,2015,10-K,42126000,-181899000,-182219000,-5.34,-5.34,0,300116000,237472000,49470000,112707000,243065000,-168857000,111039000,81310000
2249,1061768,201512,THERAVANCE INC,88338TAB0,36052,48230000,TBPH,FALSE,FY,2015,10-K,42126000,-181899000,-182219000,-5.34,-5.34,0,300116000,237472000,49470000,112707000,243065000,-168857000,111039000,81310000
2250,1061768,201803,THERAVANCE BIOPHARMA INC,G8807B106,225747,9309168,TBPH,FALSE,Q1,2018,10-Q,8319000,-64976000,-65087000,-1.22,-1.22,0,480108000,446818000,105179000,125831000,63407000,49825000,-11294000,-1680000
2251,1061768,201803,THERAVANCE BIOPHARMA INC,88339KAA0,30206,30000000,TBPH,FALSE,Q1,2018,10-Q,8319000,-64976000,-65087000,-1.22,-1.22,0,480108000,446818000,105179000,125831000,63407000,49825000,-11294000,-1680000
2252,1061768,201903,THERAVANCE BIOPHARMA INC,G8807B106,211039,9309168,TBPH,,,,,,,,,,,,,,,,,,
2253,1061768,201903,THERAVANCE BIOPHARMA INC,88339KAA0,29213,30000000,TBPH,,,,,,,,,,,,,,,,,,
2254,1061768,201412,THERAVANCE BIOPHARMA INC,G8807B106,90434,6061228,TBPH,FALSE,FY,2014,10-K,11688000,-232539000,-237038000,-7.46,-7.46,0,337771000,275370000,41256000,89215000,289787000,-175155000,-106251000,370621000
2255,1061768,201412,THERAVANCE INC,88338T104,280396,19815983,TBPH,FALSE,FY,2014,10-K,11688000,-232539000,-237038000,-7.46,-7.46,0,337771000,275370000,41256000,89215000,289787000,-175155000,-106251000,370621000
2256,1061768,201412,THERAVANCE INC,88338TAB0,31420,40089000,TBPH,FALSE,FY,2014,10-K,11688000,-232539000,-237038000,-7.46,-7.46,0,337771000,275370000,41256000,89215000,289787000,-175155000,-106251000,370621000
2257,1061768,201506,THERAVANCE BIOPHARMA INC,G8807B106,83589,6420028,TBPH,FALSE,Q2,2015,10-Q,7134000,-45293000,-47603000,-1.42,-1.42,0,289479000,260226000,24477000,97090000,257674000,-103128000,83453000,27550000
2258,1061768,201506,THERAVANCE INC,88338T104,358075,19815983,TBPH,FALSE,Q2,2015,10-Q,7134000,-45293000,-47603000,-1.42,-1.42,0,289479000,260226000,24477000,97090000,257674000,-103128000,83453000,27550000
2259,1061768,201506,THERAVANCE INC,88338TAB0,45517,48230000,TBPH,FALSE,Q2,2015,10-Q,7134000,-45293000,-47603000,-1.42,-1.42,0,289479000,260226000,24477000,97090000,257674000,-103128000,83453000,27550000
2260,1061768,201409,THERAVANCE BIOPHARMA INC,G8807B106,139711,6061228,TBPH,FALSE,Q3,2014,10-Q,6336000,-50062000,-54495000,-1.72,-1.72,0,381705000,306711000,35828000,122228000,339821000,-132616000,-115935000,370779000
2261,1061768,201409,THERAVANCE INC,88338T104,338655,19815983,TBPH,FALSE,Q3,2014,10-Q,6336000,-50062000,-54495000,-1.72,-1.72,0,381705000,306711000,35828000,122228000,339821000,-132616000,-115935000,370779000
2262,1061768,201409,THERAVANCE INC,88338TAB0,16405,17089000,TBPH,FALSE,Q3,2014,10-Q,6336000,-50062000,-54495000,-1.72,-1.72,0,381705000,306711000,35828000,122228000,339821000,-132616000,-115935000,370779000
2263,1061768,201509,THERAVANCE BIOPHARMA INC,G8807B106,70556,6420028,TBPH,FALSE,Q3,2015,10-Q,10698000,-43095000,-47314000,-1.4,-1.4,0,257506000,238239000,27430000,127114000,222545000,-135111000,145542000,27468000
2264,1061768,201509,THERAVANCE INC,88338T104,142279,19815983,TBPH,FALSE,Q3,2015,10-Q,10698000,-43095000,-47314000,-1.4,-1.4,0,257506000,238239000,27430000,127114000,222545000,-135111000,145542000,27468000
2265,1061768,201509,THERAVANCE INC,88338TAB0,31591,48230000,TBPH,FALSE,Q3,2015,10-Q,10698000,-43095000,-47314000,-1.4,-1.4,0,257506000,238239000,27430000,127114000,222545000,-135111000,145542000,27468000
2266,1061768,201609,THERAVANCE BIOPHARMA INC,G8807B106,266400,7350991,TBPH,FALSE,Q3,2016,10-Q,19075000,-33494000,-33962000,-0.73,-0.73,0,356289000,274035000,45410000,86572000,297873000,-70876000,-102030000,146771000
2267,1061768,201609,THERAVANCE INC,88338TAB0,40542,48230000,TBPH,FALSE,Q3,2016,10-Q,19075000,-33494000,-33962000,-0.73,-0.73,0,356289000,274035000,45410000,86572000,297873000,-70876000,-102030000,146771000
2268,1061768,201709,THERAVANCE BIOPHARMA INC,G8807B106,318746,9309168,TBPH,FALSE,Q3,2017,10-Q,4275000,-56997000,-66877000,-1.27,-1.27,0,486159000,367133000,48786000,91301000,184117000,-156850000,-97583000,1025000
2269,1061768,201709,THERAVANCE BIOPHARMA INC,88339KAA0,37125,30000000,TBPH,FALSE,Q3,2017,10-Q,4275000,-56997000,-66877000,-1.27,-1.27,0,486159000,367133000,48786000,91301000,184117000,-156850000,-97583000,1025000
2270,1061768,201812,THERAVANCE BIOPHARMA INC,G8807B106,238222,9309168,TBPH,,,,,,,,,,,,,,,,,,
2271,1061768,201812,THERAVANCE BIOPHARMA INC,88339KAA0,30863,30000000,TBPH,,,,,,,,,,,,,,,,,,
2272,1061768,201706,THERAVANCE BIOPHARMA INC,G8807B106,369476,9273991,TBPH,FALSE,Q2,2017,10-Q,3509000,-65121000,-66287000,-1.27,-1.27,0,543886000,384882000,57103000,139626000,241127000,-94551000,-112346000,1814000
2273,1061768,201706,THERAVANCE BIOPHARMA INC,88339KAA0,40388,30000000,TBPH,FALSE,Q2,2017,10-Q,3509000,-65121000,-66287000,-1.27,-1.27,0,543886000,384882000,57103000,139626000,241127000,-94551000,-112346000,1814000
2274,1061768,201706,THERAVANCE INC,88338TAB0,15462,16980000,TBPH,FALSE,Q2,2017,10-Q,3509000,-65121000,-66287000,-1.27,-1.27,0,543886000,384882000,57103000,139626000,241127000,-94551000,-112346000,1814000
2275,1061768,201712,THERAVANCE BIOPHARMA INC,G8807B106,259633,9309168,TBPH,FALSE,FY,2017,10-K,15386000,-260123000,-285405000,-5.45,-5.45,0,441400000,378749000,62552000,88980000,115178000,-201052000,-56333000,1656000
2276,1061768,201712,THERAVANCE BIOPHARMA INC,88339KAA0,33038,30000000,TBPH,FALSE,FY,2017,10-K,15386000,-260123000,-285405000,-5.45,-5.45,0,441400000,378749000,62552000,88980000,115178000,-201052000,-56333000,1656000
2277,1061768,201603,THERAVANCE BIOPHARMA INC,G8807B106,122219,6500991,TBPH,FALSE,Q1,2016,10-Q,18410000,-41642000,-42150000,-1.1,-1.1,0,293125000,238752000,46401000,128803000,238537000,-26309000,16385000,26020000
2278,1061768,201603,THERAVANCE INC,88338TAB0,37770,48230000,TBPH,FALSE,Q1,2016,10-Q,18410000,-41642000,-42150000,-1.1,-1.1,0,293125000,238752000,46401000,128803000,238537000,-26309000,16385000,26020000
2279,1061768,201403,THERAVANCE INC,88338T104,640637,20705801,TBPH,FALSE,Q1,2014,10-Q,945000,,-60018000,,,0,26167000,15600000,38544000,0,-17916000,-44799000,-1620000,46419000
2280,1061768,201312,THERAVANCE INC,88338T104,718144,20144301,TBPH,,,,,,,,,,,,,,,,,,
2281,1061768,201309,THERAVANCE INC,88338T104,756519,18510371,TBPH,,,,,,,,,,,,,,,,,,
2282,1061768,201306,THERAVANCE INC,88338T104,637247,16538977,TBPH,,,,,,,,,,,,,,,,,,
2283,1061768,201306,THERAVANCE INC,88338TAA2,79429,51000000,TBPH,,,,,,,,,,,,,,,,,,
2284,1061768,201606,VERITIV CORP,923454102,114408,3044385,VRTV,FALSE,Q2,2016,10-Q,2060800000,24100000,7900000,0.49,0.49,0,2386100000,1853200000,820000000,46100000,548500000,122800000,-12900000,-118400000
2285,1061768,201612,VERITIV CORP,923454102,163636,3044385,VRTV,FALSE,FY,2016,10-K,8326600000,75900000,21000000,1.31,1.3,0,2483700000,1948600000,867800000,69600000,541800000,140200000,-34400000,-89900000
2286,1061768,201503,VERITIV CORP,923454102,100369,2274385,VRTV,FALSE,Q1,2015,10-Q,2137900000,7800000,-2200000,-0.14,-0.14,0,2540500000,1930000000,892900000,63500000,504700000,92300000,-9500000,-75500000
2287,1061768,201806,VERITIV CORP,923454102,152402,3824385,VRTV,FALSE,Q2,2018,10-Q,2171900000,-6000000,-10600000,-0.67,-0.67,0,2566700000,2105400000,907300000,69500000,528200000,8000000,-17500000,-900000
2288,1061768,201703,VERITIV CORP,923454102,157699,3044385,VRTV,FALSE,Q1,2017,10-Q,1994600000,3900000,-2200000,-0.14,-0.14,0,2477000000,1940700000,795400000,52400000,546100000,-40800000,-9400000,32600000
2289,1061768,201809,VERITIV CORP,923454102,129746,3564439,VRTV,FALSE,Q3,2018,10-Q,2192500000,15500000,1400000,0.09,0.09,0,2634500000,2176900000,938000000,70900000,536700000,7500000,-29600000,13000000
