,CIK,end_date,Name,CUSIP,Market value,Share,symbol,amend_x,period_focus_x,fiscal_year_x,doc_type_x,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
777,1061768,201306,ROVI CORP,779376102,140694,6160000,TIVO,,,,,,,,,,,,,,,,,,
778,1061768,201306,ITURAN LOCATION AND CONTROL,M6158M104,17517,1038342,ITRN,,,,,,,,,,,,,,,,,,
779,1061768,201306,KINROSS GOLD CORP,496902404,10724,2102700,KGC,,,,,,,,,,,,,,,,,,
780,1061768,201306,PRETIUM RES INC,74139C102,1033,155700,PVG,,,,,,,,,,,,,,,,,,
781,1061768,201306,YAMANA GOLD INC,98462Y100,30960,3255500,AUY,,,,,,,,,,,,,,,,,,
802,1061768,201403,CHIPMOS TECH BERMUDA LTD,G2110R114,72428,3283235,IMOS,,,,,,,,,,,,,,,,,,
803,1061768,201403,ALLIANCE ONE INTL INC,18772103,18640,6383641,AOI,,,,,,,,,,,,,,,,,,
804,1061768,201403,BP PLC,55622104,152304,3166413,BP,,,,,,,,,,,,,,,,,,
805,1061768,201403,SYNERON MEDICAL LTD,M87245102,49800,4000000,ELOS,,,,,,,,,,,,,,,,,,
827,1061768,201309,CHIPMOS TECH BERMUDA LTD,G2110R114,59033,3283235,IMOS,,,,,,,,,,,,,,,,,,
828,1061768,201309,ALLIANCE ONE INTL INC,18772103,18576,6383641,AOI,,,,,,,,,,,,,,,,,,
829,1061768,201309,BP PLC,55622104,235262,5597482,BP,,,,,,,,,,,,,,,,,,
830,1061768,201309,SYNERON MEDICAL LTD,M87245102,34480,4000000,ELOS,,,,,,,,,,,,,,,,,,
831,1061768,201309,ROVI CORP,779376102,118087,6160000,TIVO,,,,,,,,,,,,,,,,,,
833,1061768,201309,ITURAN LOCATION AND CONTROL,M6158M104,8788,476341,ITRN,,,,,,,,,,,,,,,,,,
951,1061768,201603,ALLERGAN PLC,G0177J108,461437,1721587,AGN,FALSE,Q1,2016,10-Q,3795900000,-153800000,186100000,0.47,0.47,0,1.36074E+11,10091500000,10195500000,2260800000,77448700000,1218500000,-53800000,-5100000
957,1061768,201606,ALLERGAN PLC,G0177J108,462637,2001978,AGN,FALSE,Q2,2016,10-Q,3684800000,-487600000,-571300000,-1.44,-1.44,0,1.32619E+11,8755200000,8867400000,489500000,76640800000,2601000000,-142800000,-3066700000
959,1061768,201612,ALLERGAN PLC,G0177J108,720881,3432603,AGN,FALSE,FY,2016,10-K,14570600000,-1825500000,14695000000,38.18,38.18,0,1.28986E+11,17857900000,7874700000,1724000000,76200500000,1425300000,24333300000,-25122100000
960,1061768,201806,ALLERGAN PLC,G0177J108,825264,4950000,AGN,FALSE,Q2,2018,10-Q,4124200000,-467000000,-472500000,-1.39,-1.39,0,1.08859E+11,6103700000,6125300000,1674700000,71264000000,2698500000,3634400000,-6490400000
961,1061768,201703,ALLERGAN PLC,G0177J108,581198,2432603,AGN,FALSE,Q1,2017,10-Q,3572900000,-906000000,-2634800000,-7.86,-7.86,0,1.26837E+11,13700700000,10391600000,1092900000,75198800000,723300000,14200000,-1374900000
963,1061768,201809,ALLERGAN PLC,G0177J108,942876,4950000,AGN,FALSE,Q3,2018,10-Q,3911400000,257500000,-37900000,-0.11,-0.11,0,1.06543E+11,5740200000,6231900000,1187900000,70520900000,4141500000,4138400000,-8922300000
964,1061768,201803,ALLERGAN PLC,G0177J108,799378,4750000,AGN,FALSE,Q1,2018,10-Q,3672100000,-654000000,-332500000,-0.99,-0.99,0,1.12021E+11,6393300000,5816000000,994800000,72346000000,1458300000,2932300000,-5207700000
965,1061768,201903,ALLERGAN PLC,G0177J108,698331,4769695,AGN,,,,,,,,,,,,,,,,,,
966,1061768,201609,ALLERGAN PLC,G0177J108,461076,2001978,AGN,FALSE,Q3,2016,10-Q,3622200000,-266400000,15150400000,38.58,38.58,0,1.43608E+11,31723900000,8025500000,7554700000,89730400000,1508600000,17607300000,-12661500000
967,1061768,201709,ALLERGAN PLC,G0177J108,607513,2964203,AGN,FALSE,Q3,2017,10-Q,4034300000,-4022300000,-4025300000,-12.07,-12.07,0,1.18993E+11,10112800000,8559800000,1612700000,71173500000,3825000000,-82300000,-3873100000
968,1061768,201812,ALLERGAN PLC,G0177J108,635619,4755495,AGN,,,,,,,,,,,,,,,,,,
969,1061768,201706,ALLERGAN PLC,G0177J108,591341,2432603,AGN,FALSE,Q2,2017,10-Q,4007400000,-902400000,-795500000,-2.37,-2.37,0,1.24735E+11,10433200000,8638300000,886900000,75232800000,2352600000,400000000,-3601200000
970,1061768,201712,ALLERGAN PLC,G0177J108,736110,4500000,AGN,FALSE,FY,2017,10-K,15940700000,-5921200000,-4403900000,-13.19,-13.19,0.7,1.18342E+11,11376700000,9848100000,1817200000,73837100000,5873400000,-878000000,-4923600000
1151,1061768,201809,MCKESSON CORP,58155Q103,288607,2175700,MCK,FALSE,Q2,2019,10-Q,53075000000,689000000,499000000,2.52,2.51,0.39,61421000000,38544000000,38863000000,2118000000,9534000000,318000000,-983000000,198000000
1153,1061768,201712,MCKESSON CORP,58155Q103,212092,1360000,MCK,FALSE,Q3,2018,10-Q,53617000000,834000000,903000000,4.35,4.33,0.34,64213000000,40195000000,37652000000,2619000000,11972000000,1323000000,-483000000,-1147000000
1154,1061768,201712,COLONY NORTHSTAR INC,19625W104,546601,47905461,CLNY,,,,,,,,,,,,,,,,,,
1157,1061768,201612,MCKESSON CORP,58155Q103,140450,1000000,MCK,FALSE,Q3,2017,10-Q,50130000000,831000000,633000000,2.87,2.85,0.28,57874000000,39268000000,38174000000,2434000000,7852000000,3309000000,-3619000000,-1145000000
1159,1061768,201812,MCKESSON CORP,58155Q103,190010,1720011,MCK,,,,,,,,,,,,,,,,,,
1161,1061768,201803,MCKESSON CORP,58155Q103,227604,1615700,MCK,FALSE,FY,2018,10-K,2.08357E+11,762000000,67000000,0.32,0.32,1.3,60381000000,37136000000,36685000000,2672000000,10057000000,4345000000,-1522000000,-3084000000
1162,1061768,201803,COLONY NORTHSTAR INC,19625W104,279243,49687370,CLNY,,,,,,,,,,,,,,,,,,
1164,1061768,201806,MCKESSON CORP,58155Q103,217135,1627700,MCK,FALSE,Q1,2019,10-Q,52607000000,83000000,-138000000,-0.68,-0.68,0.34,61282000000,38214000000,38348000000,2199000000,9647000000,-1061000000,-875000000,1541000000
1165,1061768,201609,PAYPAL HLDGS INC,70450Y103,204850,5000000,PYPL,FALSE,Q3,2016,10-Q,2667000000,348000000,323000000,0.27,0.27,0,31356000000,24161000000,15616000000,1369000000,14192000000,2235000000,-3170000000,895000000
1173,1061768,201503,PIONEER NAT RES CO,723787107,517826,3166937,PXD,FALSE,Q1,2015,10-Q,868000000,,-78000000,-0.52,-0.52,0.04,14347000000,1694000000,1162000000,383000000,8499000000,104000000,-717000000,-29000000
1175,1061768,201806,PIONEER NAT RES CO,723787107,756960,4000000,PXD,FALSE,Q2,2018,10-Q,2111000000,,66000000,0.38,0.38,0,17449000000,2459000000,2262000000,792000000,11484000000,1456000000,-1026000000,-534000000
1176,1061768,201809,PIONEER NAT RES CO,723787107,696760,4000000,PXD,FALSE,Q3,2018,10-Q,2476000000,,409000000,2.4,2.39,0.16,18024000000,2660000000,2225000000,919000000,11894000000,2328000000,-1777000000,-528000000
1177,1061768,201803,PIONEER NAT RES CO,723787107,687120,4000000,PXD,FALSE,Q1,2018,10-Q,2150000000,,177000000,1.04,1.04,0.16,17323000000,2824000000,2250000000,1001000000,11402000000,554000000,-404000000,-45000000
1178,1061768,201903,PIONEER NAT RES CO,723787107,304836,2001814,PXD,,,,,,,,,,,,,,,,,,
1179,1061768,201506,PIONEER NAT RES CO,723787107,563775,4065000,PXD,FALSE,Q2,2015,10-Q,648000000,,-218000000,-1.46,-1.46,0,14002000000,1305000000,1033000000,219000000,8308000000,432000000,-1206000000,-32000000
1181,1061768,201509,PIONEER NAT RES CO,723787107,503225,4137000,PXD,FALSE,Q3,2015,10-Q,2218000000,,640000000,4.28,4.27,0.04,14965000000,2403000000,1147000000,581000000,8981000000,789000000,-1208000000,-25000000
1183,1061768,201709,PIONEER NAT RES CO,723787107,4263,28895,PXD,FALSE,Q3,2017,10-Q,1460000000,,-23000000,-0.13,-0.13,0.04,16465000000,2901000000,1715000000,636000000,10597000000,1298000000,-1259000000,-521000000
1184,1061768,201812,PIONEER NAT RES CO,723787107,591840,4500000,PXD,,,,,,,,,,,,,,,,,,
1185,1061768,201712,PIONEER NAT RES CO,723787107,345700,2000000,PXD,FALSE,FY,2017,10-K,5455000000,,833000000,4.86,4.85,0.08,17003000000,3010000000,2128000000,896000000,11279000000,2090000000,-1783000000,-529000000
1379,1061768,201703,EXPRESS SCRIPTS HLDG CO,30219G108,80978,1228619,ESRX,FALSE,Q1,2017,10-Q,24654900000,1054600000,546300000,0.91,0.9,0,51056000000,12089200000,17041700000,3163800000,15929600000,1000400000,-48100000,-866500000
1380,1061768,201709,EXPRESS SCRIPTS HLDG CO,30219G108,161902,2556891,ESRX,FALSE,Q3,2017,10-Q,24683400000,1478400000,841700000,1.47,1.46,0,51206200000,12679000000,17356800000,3395900000,15922300000,3981500000,-311300000,-3356900000
1381,1061768,201706,EXPRESS SCRIPTS HLDG CO,30219G108,163232,2556891,ESRX,FALSE,Q2,2017,10-Q,25347500000,1378600000,801800000,1.38,1.37,0,50513400000,11636800000,16779300000,2352500000,15750100000,2081600000,-235500000,-2573800000
1382,1061768,201712,EXPRESS SCRIPTS HLDG CO,30219G108,172154,2306456,ESRX,FALSE,FY,2017,10-K,1.00065E+11,5494000000,4517400000,7.79,7.74,0,54255800000,11957100000,17846400000,2309600000,18125300000,5351300000,-3690600000,-2433200000
1390,1061768,201312,FIDELITY NATIONAL FINANCIAL,31620R105,64069,1974400,FNF,FALSE,FY,2013,10-K,8565000000,,402000000,1.75,1.71,0.66,10524000000,,,1969000000,5542000000,484000000,-60000000,340000000
1572,1061768,201809,LIBERTY GLOBAL PLC,G5480U104,143412,4957205,LBTYA,,,,,,,,,,,,,,,,,,
1573,1061768,201809,LIBERTY GLOBAL PLC,G5480U120,303251,10768870,LBTYA,,,,,,,,,,,,,,,,,,
1574,1061768,201903,LIBERTY GLOBAL PLC,G5480U104,123534,4957205,LBTYA,,,,,,,,,,,,,,,,,,
1575,1061768,201903,LIBERTY GLOBAL PLC,G5480U120,946441,39092995,LBTYA,,,,,,,,,,,,,,,,,,
1576,1061768,201812,LIBERTY GLOBAL PLC,G5480U104,105787,4957205,LBTYA,,,,,,,,,,,,,,,,,,
1577,1061768,201812,LIBERTY GLOBAL PLC,G5480U120,613891,29742795,LBTYA,,,,,,,,,,,,,,,,,,
1659,1061768,201703,QUALCOMM INC,747525103,299085,5216000,QCOM,FALSE,Q2,2017,10-Q,5016000000,729000000,749000000,0.51,0.5,0.53,56079000000,16908000000,10145000000,7124000000,31334000000,2194000000,760000000,-1770000000
1660,1061768,201706,QUALCOMM INC,747525103,288028,5216000,QCOM,FALSE,Q3,2017,10-Q,5371000000,773000000,866000000,0.59,0.58,0.57,64379000000,27021000000,9163000000,14909000000,31283000000,2276000000,-342000000,7001000000
1766,1061768,201312,IDENIX PHARMACEUTICALS INC,45166R204,220727,36910868,IDIX,FALSE,FY,2013,10-K,469000,-123720000,-122287000,-0.91,-0.91,0,141011000,129752000,18190000,122006000,105997000,-109051000,-485000,483000
1768,1061768,201309,IDENIX PHARMACEUTICALS INC,45166R204,153965,29665693,IDIX,FALSE,Q3,2013,10-Q,19000,-34199000,-33955000,-0.25,-0.25,0,168234000,156367000,21024000,148832000,132298000,-81952000,-373000,134000
1770,1061768,201306,IDENIX PHARMACEUTICALS INC,45166R204,96629,26767000,IDIX,FALSE,Q2,2013,10-Q,112000,-29176000,-28919000,-0.22,-0.22,0,197954000,184965000,21267000,177600000,161333000,-52916000,-180000,15000
1772,1061768,201803,TIME WARNER INC,887317303,766098,8100000,TWX,FALSE,Q1,2018,10-Q,7996000000,1811000000,1643000000,2.1,2.07,0.4025,68997000000,15138000000,12945000000,1691000000,29806000000,1316000000,-308000000,-1938000000
1773,1061768,201712,TIME WARNER INC,887317303,740907,8100000,TWX,FALSE,FY,2017,10-K,31271000000,7920000000,5247000000,6.73,6.64,2.0125,69209000000,15219000000,14077000000,2621000000,28376000000,5079000000,-996000000,-3001000000
1785,1061768,201503,EBAY INC,278642103,537289,9315000,EBAY,FALSE,Q1,2015,10-Q,4448000000,732000000,626000000,0.51,0.51,0,44841000000,26514000000,17611000000,5473000000,19538000000,1151000000,-724000000,-985000000
1786,1061768,201406,EBAY INC,278642103,222081,4436300,EBAY,FALSE,Q2,2014,10-Q,4366000000,794000000,676000000,0.54,0.53,0,41640000000,22378000000,17538000000,3834000000,18970000000,2668000000,-1129000000,-2238000000
1787,1061768,201903,EBAY INC,278642103,1087682,29286000,EBAY,,,,,,,,,,,,,,,,,,
1788,1061768,201412,EBAY INC,278642103,522758,9315000,EBAY,FALSE,FY,2014,10-K,17902000000,3514000000,46000000,0.04,0.04,0,45132000000,26531000000,17531000000,6328000000,19906000000,5677000000,-2673000000,-1022000000
1789,1061768,201506,EBAY INC,278642103,561136,9315000,EBAY,FALSE,Q2,2015,10-Q,4379000000,741000000,83000000,0.07,0.07,0,45658000000,28549000000,17060000000,4971000000,19805000000,2307000000,-2420000000,-978000000
1790,1061768,201409,EBAY INC,278642103,345257,6096707,EBAY,FALSE,Q3,2014,10-Q,4353000000,781000000,673000000,0.54,0.54,0,44476000000,25654000000,16491000000,4790000000,19810000000,4036000000,-3745000000,43000000
1791,1061768,201509,EBAY INC,278642103,227659,9315000,EBAY,FALSE,Q3,2015,10-Q,2099000000,578000000,539000000,0.45,0.45,0,18338000000,8280000000,4436000000,2387000000,6492000000,2993000000,-3288000000,-3332000000
1793,1061768,201812,EBAY INC,278642103,589470,21000000,EBAY,,,,,,,,,,,,,,,,,,
1809,1061768,201503,OCWEN FINL CORP,675746309,64630,7833884,OCN,FALSE,Q1,2015,10-Q,510444000,,34355000,0.27,0.27,0,8386774000,,,242332000,1121540000,325018000,-164755000,-47404000
1810,1061768,201512,OCWEN FINL CORP,675746309,36247,5200427,OCN,FALSE,FY,2015,10-K,1741098000,,-247017000,-1.97,-1.97,0,7404809000,,,257272000,854638000,581579000,280370000,-734150000
1811,1061768,201412,OCWEN FINL CORP,675746309,90102,5967050,OCN,FALSE,FY,2014,10-K,2111325000,76117000,-472602000,-3.6,-3.6,0,8267278000,,,129473000,1041165000,352524000,-958247000,556684000
1812,1061768,201506,OCWEN FINL CORP,675746309,78088,7655703,OCN,FALSE,Q2,2015,10-Q,463251000,,9738000,0.08,0.08,0,8004639000,,,320080000,1145030000,534965000,43925000,-388283000
1813,1061768,201409,OCWEN FINL CORP,675746309,183305,7001700,OCN,FALSE,Q3,2014,10-Q,513698000,58659000,-76189000,-0.58,-0.58,0,8355640000,,,299163000,1614443000,559015000,-732368000,294004000
1814,1061768,201509,OCWEN FINL CORP,675746309,34895,5200427,OCN,FALSE,Q3,2015,10-Q,404946000,,-66869000,-0.53,-0.53,0,8011054000,,,458674000,1080455000,773994000,188965000,-633758000
1966,1061768,201606,AMERICAN INTL GROUP INC,26874156,47677,2550917,AIG,FALSE,Q2,2016,10-Q,14724000000,,1913000000,1.72,1.68,0.32,5.10349E+11,,,1784000000,90537000000,571000000,-264000000,-190000000
1968,1061768,201612,AMERICAN INTL GROUP INC,26874156,60863,2594317,AIG,FALSE,FY,2016,10-K,52367000000,,-849000000,-0.78,-0.78,1.28,4.98264E+11,,,1868000000,76858000000,2383000000,4744000000,-6833000000
1969,1061768,201403,AMERICAN INTL GROUP INC,26874156,13418,656443,AIG,FALSE,Q1,2014,10-Q,16112000000,,1609000000,1.1,1.09,0.125,5.47111E+11,,,2490000000,1.04393E+11,763000000,3783000000,-4289000000
1971,1061768,201503,AMERICAN INTL GROUP INC,26874156,27454,1254750,AIG,FALSE,Q1,2015,10-Q,15975000000,,2468000000,1.81,1.78,0.125,5.20701E+11,,,1823000000,1.08367E+11,388000000,314000000,-604000000
1973,1061768,201703,AMERICAN INTL GROUP INC,26874156,26905,1259012,AIG,FALSE,Q1,2017,10-Q,12632000000,,1185000000,1.21,1.18,0.32,5.00162E+11,,,1918000000,74667000000,-10359000000,14487000000,-4048000000
1974,1061768,201406,AMERICAN INTL GROUP INC,26874156,20987,788998,AIG,FALSE,Q2,2014,10-Q,16105000000,,3073000000,2.13,2.1,0.125,5.29109E+11,,,1827000000,1.08581E+11,1641000000,3662000000,-5802000000
1975,1061768,201512,AMERICAN INTL GROUP INC,26874156,29902,1258496,AIG,FALSE,FY,2015,10-K,58327000000,,2196000000,1.69,1.65,0.81,4.96943E+11,,,1629000000,90210000000,2877000000,8462000000,-11429000000
1976,1061768,201312,AMERICAN INTL GROUP INC,26874156,13293,656443,AIG,FALSE,FY,2013,10-K,68678000000,,9085000000,6.16,6.13,0.2,5.41329E+11,,,2241000000,1.01081E+11,5865000000,7099000000,-11758000000
1978,1061768,201412,AMERICAN INTL GROUP INC,26874156,21897,889387,AIG,FALSE,FY,2014,10-K,64406000000,,7529000000,5.27,5.2,0.5,5.15581E+11,,,1758000000,1.07272E+11,5007000000,14284000000,-19788000000
1979,1061768,201506,AMERICAN INTL GROUP INC,26874156,34873,1258496,AIG,FALSE,Q2,2015,10-Q,15699000000,,1800000000,1.35,1.32,0.125,5.09987E+11,,,1937000000,1.04642E+11,493000000,5286000000,-5566000000
1981,1061768,201409,AMERICAN INTL GROUP INC,26874156,18781,788998,AIG,FALSE,Q3,2014,10-Q,16654000000,,2192000000,1.54,1.52,0.125,5.2719E+11,,,1933000000,1.08983E+11,4357000000,4867000000,-9601000000
1982,1061768,201509,AMERICAN INTL GROUP INC,26874156,28568,1258496,AIG,FALSE,Q3,2015,10-Q,12822000000,,-231000000,-0.18,-0.18,0.28,5.01985E+11,,,1569000000,99619000000,2234000000,6680000000,-9064000000
1984,1061768,201609,AMERICAN INTL GROUP INC,26874156,55000,2594317,AIG,FALSE,Q3,2016,10-Q,12854000000,,462000000,0.43,0.42,0.32,5.14568E+11,,,2498000000,89165000000,1753000000,325000000,-1297000000
1986,1061768,201309,AMERICAN INTL GROUP INC,26874156,12440,656443,AIG,FALSE,Q3,2013,10-Q,14826000000,,2170000000,1.47,1.46,0.1,5.40744E+11,,,2058000000,99449000000,3948000000,6518000000,-9472000000
1987,1061768,201306,AMERICAN INTL GROUP INC,26874156,11974,656443,AIG,FALSE,Q2,2013,10-Q,17315000000,,2731000000,1.85,1.84,0,5.37438E+11,,,1762000000,98155000000,1674000000,6071000000,-7055000000
1988,1061768,201306,AMERICAN INTL GROUP INC,26874784,452374,10120227,AIG,FALSE,Q2,2013,10-Q,17315000000,,2731000000,1.85,1.84,0,5.37438E+11,,,1762000000,98155000000,1674000000,6071000000,-7055000000
1989,1061768,201706,AMERICAN INTL GROUP INC,26874156,7479,354812,AIG,FALSE,Q2,2017,10-Q,12502000000,,1130000000,1.22,1.19,0.32,4.99762E+11,,,2517000000,74324000000,-9285000000,14919000000,-5027000000
1990,1061768,201603,AMERICAN INTL GROUP INC,26874156,39729,2124551,AIG,FALSE,Q1,2016,10-Q,11779000000,,-183000000,-0.16,-0.16,0.32,5.02777E+11,,,1499000000,89081000000,-968000000,385000000,453000000
1991,1061768,201606,ANTERO RES CORP,03674X106,376863,14505881,AR,FALSE,Q2,2016,10-Q,-249198000,-889873000,-596244000,-2.12,-2.12,0,13558780000,669784000,569432000,28251000,7600899000,578706000,-1038359000,464431000
1992,1061768,201612,ANTERO RES CORP,03674X106,343064,14505881,AR,FALSE,FY,2016,10-K,1744525000,-975801000,-848816000,-2.88,-2.88,0,14255550000,402587000,817388000,31610000,7728578000,1241256000,-2395138000,1162019000
1993,1061768,201503,ANTERO RES CORP,03674X106,330161,9347700,AR,FALSE,Q1,2015,10-Q,1229687000,699694000,394431000,1.49,1.49,0,12481951000,1188030000,1053993000,185491000,5342714000,351394000,-739236000,327354000
1994,1061768,201806,ANTERO RES CORP,03674X106,567649,26587791,AR,FALSE,Q2,2018,10-Q,989344000,-32763000,-136385000,-0.43,-0.43,0,15690607000,834930000,788733000,50608000,8802911000,838940000,-1172347000,355574000
1995,1061768,201703,ANTERO RES CORP,03674X106,330879,14505881,AR,FALSE,Q1,2017,10-Q,1195579000,501343000,268396000,0.85,0.85,0,14888654000,503698000,723436000,-31610000,8253952000,393939000,-688473000,262924000
1996,1061768,201809,ANTERO RES CORP,03674X106,470870,26587791,AR,FALSE,Q3,2018,10-Q,1076532000,4804000,-154419000,-0.49,-0.49,0,15802535000,906632000,813871000,,8671152000,1260398000,-1770339000,481500000
1997,1061768,201512,ANTERO RES CORP,03674X106,417861,19167944,AR,FALSE,FY,2015,10-K,3954858000,1790286000,941364000,3.43,3.43,0,14155224000,1248236000,707270000,23473000,7286678000,1006381000,-2298159000,1069272000
1998,1061768,201803,ANTERO RES CORP,03674X106,527768,26587791,AR,FALSE,Q1,2018,10-Q,1028101000,146494000,14833000,0.05,0.05,0,15422849000,800034000,789853000,23153000,8921098000,541549000,-563569000,16732000
1999,1061768,201903,ANTERO RES CORP,03674X106,252430,28587791,AR,,,,,,,,,,,,,,,,,,
2000,1061768,201412,ANTERO RES CORP,03674X106,318465,7847831,AR,FALSE,FY,2014,10-K,2720632000,1299734000,673587000,2.57,2.57,0,11573495000,1252160000,1155105000,245979000,4383793000,998121000,-4089650000,3320021000
2001,1061768,201506,ANTERO RES CORP,03674X106,275505,8022863,AR,FALSE,Q2,2015,10-Q,376714000,-163749000,-145373000,-0.52,-0.52,0,12532481000,1017179000,966183000,143286000,6309446000,590595000,-1338778000,645490000
2002,1061768,201409,ANTERO RES CORP,03674X106,151470,2759510,AR,FALSE,Q3,2014,10-Q,762490000,381399000,203909000,0.78,0.78,0,9315880000,502703000,1064036000,6308000,3751422000,798746000,-2824472000,2014547000
2003,1061768,201509,ANTERO RES CORP,03674X106,340671,16099763,AR,FALSE,Q3,2015,10-Q,1443335000,941115000,533842000,1.93,1.93,0,13577074000,1040328000,1025769000,27410000,7110424000,836600000,-1836864000,781695000
2004,1061768,201609,ANTERO RES CORP,03674X106,390933,14505881,AR,FALSE,Q3,2016,10-Q,1116503000,467332000,238255000,0.78,0.77,0,14629253000,695471000,611904000,18512000,7980282000,905697000,-1974667000,1064009000
2005,1061768,201709,ANTERO RES CORP,03674X106,475854,23912257,AR,FALSE,Q3,2017,10-Q,647880000,-72052000,-135063000,-0.43,-0.43,0,14849214000,610953000,717676000,23694000,8387262000,1692808000,-1948307000,247583000
2006,1061768,201812,ANTERO RES CORP,03674X106,268439,28587791,AR,,,,,,,,,,,,,,,,,,
2007,1061768,201706,ANTERO RES CORP,03674X106,457505,21170996,AR,FALSE,Q2,2017,10-Q,790389000,123743000,-5132000,-0.02,-0.02,0,15442221000,735883000,693060000,40190000,8302862000,647586000,-1397542000,758536000
2008,1061768,201712,ANTERO RES CORP,03674X106,469722,24722187,AR,FALSE,FY,2017,10-K,3655574000,740093000,615070000,1.95,1.94,0,15261490000,833087000,762096000,28441000,8876136000,2006291000,-2461630000,452170000
2009,1061768,201603,ANTERO RES CORP,03674X106,534851,21505881,AR,FALSE,Q1,2016,10-Q,721004000,78749000,-5055000,-0.02,-0.02,0,14288712000,1238340000,645084000,39870000,7420344000,340168000,-519295000,195524000
2010,1061768,201606,ATARA BIOTHERAPEUTICS INC,46513107,120645,5359632,ATRA,FALSE,Q2,2016,10-Q,,-19485000,-18880000,-0.66,-0.66,0,300814000,298883000,10006000,26356000,290245000,-23279000,25917000,-24000
2011,1061768,201612,ATARA BIOTHERAPEUTICS INC,46513107,76107,5359632,ATRA,FALSE,FY,2016,10-K,,-81242000,-79049000,-2.75,-2.75,0,263914000,260553000,9675000,47968000,253736000,-60025000,83741000,506000
2012,1061768,201503,ATARA BIOTHERAPEUTICS INC,46513107,192802,4763265,ATRA,FALSE,Q1,2015,10-Q,1000000000,-9311000,-9160000,-0.42,-0.42,0,169817000,169691000,3514000,71329000,166094000,-6622000,-13433000,69487000
2013,1061768,201806,ATARA BIOTHERAPEUTICS INC,46513107,229858,6254632,ATRA,FALSE,Q2,2018,10-Q,,-52623000,-50883000,-1.15,-1.15,0,492707000,425070000,27234000,103203000,452499000,-74256000,-253794000,352030000
2014,1061768,201703,ATARA BIOTHERAPEUTICS INC,46513107,110140,5359632,ATRA,FALSE,Q1,2017,10-Q,,-26161000,-25654000,-0.88,-0.88,0,241738000,235318000,7805000,62430000,233134000,-22034000,36822000,-326000
2015,1061768,201809,ATARA BIOTHERAPEUTICS INC,46513107,258629,6254632,ATRA,FALSE,Q3,2018,10-Q,,-60220000,-58361000,-1.29,-1.29,0,442940000,372976000,27000000,66028000,403054000,-122353000,-242357000,351515000
2016,1061768,201512,ATARA BIOTHERAPEUTICS INC,46513107,141548,5359632,ATRA,FALSE,FY,2015,10-K,1000000000,-58448000,-57221000,-2.24,-2.24,0,324975000,324597000,9709000,23746000,315100000,-37156000,-220127000,259226000
2017,1061768,201803,ATARA BIOTHERAPEUTICS INC,46513107,243931,6254632,ATRA,FALSE,Q1,2018,10-Q,,-42452000,-41443000,-1.05,-1.05,0,473108000,413614000,21049000,90495000,439184000,-34822000,-249917000,296011000
2018,1061768,201903,ATARA BIOTHERAPEUTICS INC,46513107,253626,6380519,ATRA,,,,,,,,,,,,,,,,,,
2019,1061768,201412,ATARA BIOTHERAPEUTICS INC,46513107,59137,2495913,ATRA,FALSE,FY,2014,10-K,1000000000,-28156000,-28006000,-5.62,-5.62,0,106122000,106026000,2724000,21897000,103182000,-16628000,-83363000,70273000
2020,1061768,201506,ATARA BIOTHERAPEUTICS INC,46513107,253756,4809632,ATRA,FALSE,Q2,2015,10-Q,,-15108000,-14945000,-0.62,-0.62,0,161102000,160634000,11644000,26190000,149255000,-12864000,-47820000,64977000
2021,1061768,201509,ATARA BIOTHERAPEUTICS INC,46513107,168507,5359632,ATRA,FALSE,Q3,2015,10-Q,,-12259000,-11868000,-0.43,-0.43,0,340379000,340235000,6450000,54466000,333748000,-25764000,-200708000,259041000
2022,1061768,201609,ATARA BIOTHERAPEUTICS INC,46513107,114643,5359632,ATRA,FALSE,Q3,2016,10-Q,,-25942000,-25373000,-0.88,-0.88,0,284417000,282230000,13688000,46013000,270202000,-38861000,60953000,175000
2023,1061768,201709,ATARA BIOTHERAPEUTICS INC,46513107,88702,5359632,ATRA,FALSE,Q3,2017,10-Q,,-31660000,-31096000,-1.02,-1.02,0,229693000,206217000,16516000,60493000,205956000,-62564000,55739000,19350000
2024,1061768,201812,ATARA BIOTHERAPEUTICS INC,46513107,217286,6254632,ATRA,,,,,,,,,,,,,,,,,,
2025,1061768,201706,ATARA BIOTHERAPEUTICS INC,46513107,75035,5359632,ATRA,FALSE,Q2,2017,10-Q,,-27909000,-27428000,-0.94,-0.94,0,244155000,222492000,11481000,64237000,221144000,-42335000,49124000,9480000
2026,1061768,201712,ATARA BIOTHERAPEUTICS INC,46513107,97009,5359632,ATRA,FALSE,FY,2017,10-K,,-121532000,-119491000,-4,-4,0,217779000,172190000,27646000,79223000,177864000,-87502000,98709000,20048000
2027,1061768,201603,ATARA BIOTHERAPEUTICS INC,46513107,101994,5359632,ATRA,FALSE,Q1,2016,10-Q,,-17061000,-16561000,-0.58,-0.58,0,312978000,311741000,8860000,22056000,303834000,-12491000,10861000,-18000
2028,1061768,201606,AVIS BUDGET GROUP,53774105,57602,1787227,CAR,FALSE,Q2,2016,10-Q,2243000000,,36000000,0.39,0.38,0,20483000000,2143000000,1771000000,527000000,339000000,1070000000,-3081000000,2073000000
